Page URL,Image URL,Make,Model,Year of launch,Category,Rating,Price as new MSRP,Displacement cm3,Engine type,Engine details,Power PS,Power rpm,Torque Nm,Torque rpm,Top speed kmph,1/4 mil sec,0-100 km/h sec,60-140 km/h sec,Max RPM,Compression,Bore x stroke mm,Valves per cylinder,Fuel system,Fuel control,Ignition,Lubrication system,Cooling system,Gearbox,Transmission type final drive,Clutch,Driveline,Fuel consumption litres / 100 km,Greenhouse gases CO2 g/km,Emission details,Exhaust system,Frame type,Rake fork angle,Trail,Front suspension,Front wheel travel mm,Rear suspension,Rear wheel travel mm,Front tyre,Rear tyre,Front brakes,Front brakes diameter mm,Rear brakes,Rear brakes diameter mm,Wheels,Seat,Dry weight kg,Weight incl oil gas etc kg,Power/weight ratio HP/kgP,Seat height mm,Alternate seat height mm,Front percentage of weight,Rear percentage of weight,Overall height mm,Overall length mm,Overall width mm,Ground clearance mm,Wheelbase mm,Fuel capacity litres,Reserve fuel capacity litres,Oil capacity litres,Color options,Starter,Instruments,Electrical,Light,Carrying capacity,Factory warranty,Comments,Modifications compared to previous model
https://bikez.com/motorcycles/bmw_k_1300_gt_2009.php,https://bikez.com/pictures/bmw/2009/k 1300 gt.jpg,BMW,BMW K 1300 GT,2009,Sport touring,76.9 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",160,9000,135,8000,200,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan),,,5,116,,"Closed-loop 3-way catalytic converter, emission standard EU-3",,29.4°,112 mm (4.4 inches),BMW Motorrad Duolever,115,"Cast aluminium single-sided swing arm with BMW Motorrad Paralever. central spring strut with lever system, spring pre-load hydraulically adjustable (continuously variable) at handwheel, adjustable rebound damping.",135,120/70-ZR17 ,190/55-ZR17 ,Double disc. 4-piston fixed calipers. ABS,320,Single disc. Double-piston floating caliper. ABS.,294,,,255,288,0.6275,800,840,,,"1,438","2,318",965,,"1,572",24,4,,"Beige, blue, red",Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1300_r_2015.php,https://bikez.com/pictures/bmw/2015/k 1300 r.jpg,BMW,BMW K 1300 R,2015,Naked bike,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,,1293,,"In-line four, four-stroke",173,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,5,116,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc. ABS. Floating discs. Four-piston calipers. ,320,Single disc. ABS. Floating disc. Two-piston calipers. ,265,Cast aluminium,,217,243,0.7972,820,,,,"1,095","2,228",856,,"1,585",19,4,,"Black, Red",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,
https://bikez.com/motorcycles/bmw_k_1300_r_2014.php,https://bikez.com/pictures/bmw/2014/k 1300 r.jpg,BMW,BMW K 1300 R,2014,Naked bike,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.," Euro 12125.  Prices depend on country, taxes, accessories, etc.",1293,,"In-line four, four-stroke",175,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,5,116,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc. Floating discs. Four-piston calipers. ,320,Single disc. Floating disc. Two-piston calipers. ,265,Cast aluminium,,217,243,0.8065,820,,,,"1,095","2,228",856,,"1,585",19,4,,"Black, Red",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,
https://bikez.com/motorcycles/bmw_k_1300_r_2013.php,https://bikez.com/pictures/bmw/2013/k 1300 r.jpg,BMW,BMW K 1300 R,2013,Naked bike,67.2 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",175,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,5,116,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc. Floating discs. Four-piston calipers. Optional ABS.,320,Single disc. Floating disc. Two-piston calipers. Optional ABS.,265,Cast aluminium,,217,243,0.8065,820,,,,"1,095","2,228",856,,"1,585",19,4,,"Black, Red",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,
https://bikez.com/motorcycles/bmw_k_1300_r_2012.php,https://bikez.com/pictures/bmw/2012/k 1300 r.jpg,BMW,BMW K 1300 R,2012,Naked bike,73 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",170.31,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,5,116,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc. Optional ABS,320,Single disc. Optional ABS,265,Cast aluminium,,217,243,0.7848,820,,,,"1,095","2,228",856,,"1,585",19,4,,"Black/grey, light gray",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,
https://bikez.com/motorcycles/bmw_k_1300_r_2011.php,https://bikez.com/pictures/bmw/2011/k 1300 r.jpg,BMW,BMW K 1300 R ,2011,Naked bike,71 out of 100. Show full rating and compare with other bikes," Euro 13900. UK £ 10250. Prices depend on country, taxes, accessories, etc.",1293,,"In-line four, four-stroke",170.31,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,5,116,"Closed-loop 3-way catalytic converter, emission standard EU-3","Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc. Anti-lock braking,320,Single disc,265,Cast aluminium,,217,243,0.7848,820,,,,"1,095","2,228",856,,"1,585",19,4,,"Black/grey, light grey, acid green",Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1300_r_2010.php,https://bikez.com/pictures/bmw/2010/k 1300 r.jpg,BMW,BMW K 1300 R,2010,Sport,63.9 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",170.3,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,5,116,,"Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc,320,Single disc,265,,,217,243,0.7848,820,,,,"1,095","2,228",856,,"1,585",19,4,,"Orange, silk, light gray",,,,,,,,
https://bikez.com/motorcycles/bmw_k_1300_r_2009.php,https://bikez.com/pictures/bmw/2009/k 1300 r.jpg,BMW,BMW K 1300 R,2009,Naked bike,71.6 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",172.99,9250,140,8250,200,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan),,,5,116,,"Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever; central spring strut,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc. Optional ABS,320,Single disc. Optional ABS,265,,,214,243,0.8084,790,820,,,"1,095","2,228",856,,"1,585",19,4,,"Orange, gray, silk",Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1300_r_carbon_2012.php,https://bikez.com/pictures/bmw/2012/k 1300 r carbon.jpg,BMW,BMW K 1300 R Carbon,2012,Naked bike,75.5 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",170.31,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,5,116,"Closed-loop 3-way catalytic converter, emission standard EU-3",Stainless steel exhaust system,"Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc. Optional ABS,320,Single disc. Optional ABS,265,Cast aluminium,One piece dual seat,217,243,0.7848,820,790,,,"1,095","2,228",856,,"1,585",19,4,,Carbon black,Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,"One key system for ignition, steering, fuel filler cap and seat lock.",
https://bikez.com/motorcycles/bmw_k_1300_r_dynamic_2012.php,https://bikez.com/pictures/bmw/2012/k 1300 r dynamic.jpg,BMW,BMW K 1300 R Dynamic,2012,Naked bike,61.5 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",170.31,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,5,116,Closed loop 3 way catalytic converter with oxygen sensor.,Stainless steel exhaust system,"Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc. Optional ABS,320,Single disc. Optional ABS,265,,One piece dual seat,217,243,0.7848,820,790,,,"1,095","2,228",856,,"1,585",19,,,Silver/gray,Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,"On Board Computer, Heated Grips,   Sport Windshield, LED Indicators,    Gear Shift Assist, ESA 2 (Electronic Suspension Adjustment 2). One key system for ignition, steering, fuel filler cap and seat lock. ",
https://bikez.com/motorcycles/bmw_k_1300_r_dynamic_edition_2013.php,https://bikez.com/pictures/bmw/2013/k 1300 r dynamic edition.jpg,BMW,BMW K 1300 R Dynamic Edition,2013,Naked bike,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.,,1293,,"In-line four, four-stroke",175,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,5,116,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type, cast aluminium, load bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,180/55-ZR17 ,Double disc. Floating discs. Four-piston calipers.  ABS.,320,Single disc. Floating disc. Two-piston calipers. ABS.,265,Cast aluminium,,221,247,0.7919,820,,,,"1,095","2,228",856,,"1,585",19,4,,,Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,Tyre Pressure Control and Automatic Stability Control.,
https://bikez.com/motorcycles/bmw_k_1300_s_2016.php,https://bikez.com/pictures/bmw/2016/k 1300 s.jpg,BMW,BMW K 1300 S,2016,Sport,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,"US$ 15995.   Prices depend on country, taxes, accessories, etc.",1293,,"In-line four, four-stroke",175,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,4.7,109,,,"Bridge-type frame, cast aluminium, load-bearing engine",29.6°,104 mm (4.1 inches),"BMW Motorrad Duolever, central spring strut",115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS. Floating discs. Four-piston calipers. ,320,Single disc. ABS. Floating disc. Two-piston calipers. ,265,Cast aluminium wheels,,228,254,0.7675,820,,,,"1,221","2,182",905,,"1,585",19,4,,Sapphire Black metallic/Dark Graphite Metallic,Electric,,"12 V / 14 Ah, maintenance-free battery. Three-phase 580 W alternator.",,,,,
https://bikez.com/motorcycles/bmw_k_1300_s_2015.php,https://bikez.com/pictures/bmw/2015/k 1300 s.jpg,BMW,BMW K 1300 S,2015,Sport,64.3 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",172.99,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,4.7,109,,,"Bridge-type frame, cast aluminium, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. Four-piston calipers. ,320,Single disc. Floating disc. Two-piston calipers. ,265,,,228,254,0.7587,820,,,,"1,221","2,182",905,,"1,585",19,4,,"Silver titan, Black/grey",Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1300_s_2014.php,https://bikez.com/pictures/bmw/2014/k 1300 s.jpg,BMW,BMW K 1300 S,2014,Sport,74.1 out of 100. Show full rating and compare with other bikes," Euro 12375.  Prices depend on country, taxes, accessories, etc.",1293,,"In-line four, four-stroke",175,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,4.7,109,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type frame, cast aluminium, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. Four-piston calipers. ,320,Single disc. Floating disc. Two-piston calipers. ,265,Cast aluminium,,228,254,0.7675,820,,,,"1,221","2,182",905,,"1,585",19,4,,"Silver titan, Black/grey",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,
https://bikez.com/motorcycles/bmw_k_1300_s_2013.php,https://bikez.com/pictures/bmw/2013/k 1300 s.jpg,BMW,BMW K 1300 S,2013,Sport,70.5 out of 100. Show full rating and compare with other bikes,"US$ 15555.   Prices depend on country, taxes, accessories, etc.",1293,,"In-line four, four-stroke",175,9250,103,8250,201.2,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,4.7,109,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type frame, cast aluminum, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,114,Cast aluminum single-sided swing arm with BMW Motorrad Paralever,135,120/70-17 ,190/55-17 ,Double disc. Floating discs. Four-piston calipers. ABS.,320,Single disc. Floating disc. Two-piston calipers. ABS.,265,Cast aluminum,,228.2,254,0.767,820,,,,"1,219","2,182",904,,"1,585",18.93,3.79,,"Silver/black, Black/grey",Electric,,"12 V / 12 Ah, maintenance-free battery.",,,,,
https://bikez.com/motorcycles/bmw_k_1300_s_2012.php,https://bikez.com/pictures/bmw/2012/k 1300 s.jpg,BMW,BMW K 1300 S,2012,Sport,79.2 out of 100. Show full rating and compare with other bikes,"US$ 15555.   Prices depend on country, taxes, accessories, etc.",1293,,"In-line four, four-stroke",172.99,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,4.7,109,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type frame, cast aluminium, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. Integral ABS. Can be switched off.,320,Single disc. Integral ABS. Can be switched off.,265,Cast aluminium,,228,254,0.7587,820,,,,"1,221","2,182",905,,"1,585",19,4,,"Red/black, titan silver",Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,
https://bikez.com/motorcycles/bmw_k_1300_s_2011.php,https://bikez.com/pictures/bmw/2011/k 1300 s.jpg,BMW,BMW K 1300 S ,2011,Sport touring,77.6 out of 100. Show full rating and compare with other bikes," Euro 15950. UK £ 10875. Prices depend on country, taxes, accessories, etc.",1293,,"In-line four, four-stroke",172.99,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,4.7,109,"Closed-loop 3-way catalytic converter, emission standard EU-3","Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type frame, cast aluminium, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. Optional Anti-Lock Brakes,320,Single disc,265,Cast aluminium,,228,254,0.7587,820,,,,"1,221","2,182",905,,"1,585",19,4,,"Light gray, blue/white/black, red/black",Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1300_s_2010.php,https://bikez.com/pictures/bmw/2010/k 1300 s.jpg,BMW,BMW K 1300 S,2010,Sport,73.3 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",172.99,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),,,,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,4.7,109,,"Closed-loop 3-way catalytic converter, emission standard EU-3","Bridge-type frame, cast aluminium, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc,320,Single disc,265,,,228,254,0.7587,820,,,,"1,221","2,182",905,,"1,585",19,4,,"Orange, light gray, gray/black/red",Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1300_s_2009.php,https://bikez.com/pictures/bmw/2009/k 1300 s.jpg,BMW,BMW K 1300 S,2009,Sport,72.2 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",172.99,9250,140,8250,200,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,,Liquid,6-speed,Shaft drive (cardan),,,4.71,109.3,,"Closed-loop 3-way catalytic converter, emission standard EU-3",,24.0°,87 mm (3.4 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS,320,Single disc. ABS,265,,,228,254,0.7587,790,820,,,"1,221","2,182",905,,,19,4,,"Orange, gray, gray/light gray/red",Electric,,,,,,,
https://bikez.com/motorcycles/bmw_k_1300_s_hp_2012.php,https://bikez.com/pictures/bmw/2012/k 1300 s hp.jpg,BMW,BMW K 1300 S HP,2012,Sport,67.5 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",172.99,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,4.7,109,"Closed-loop 3-way catalytic converter, emission standard EU-3",Akropovic exhaust ,"Bridge-type frame, cast aluminium, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. Integral ABS. Can be switched off.,320,Single disc. Integral ABS. Can be switched off.,265,,,228,254,0.7587,820,,,,"1,221","2,182",905,,"1,585",19,4,,Blue/white,Electric,,,,,,Electronic Suspension Adjustment 2 + Gear Shift Assistance + ASC + Tyre Pressure Control + On Board Computer (Includoing Oil Level Warning) + Heated Grips.,
https://bikez.com/motorcycles/bmw_k_1300_s_special_model_2013.php,https://bikez.com/pictures/bmw/2013/k 1300 s special model.jpg,BMW,BMW K 1300 S Special Model,2013,Sport,65.9 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",175,9250,103,8250,201.2,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,4.7,109,"Closed-loop 3-way catalytic converter, emission standard EU-3",Akrapovi and #269; sports silencer,"Bridge-type frame, cast aluminum, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,114,Cast aluminum single-sided swing arm with BMW Motorrad Paralever,135,120/70-17 ,190/55-17 ,Double disc. Floating discs. Four-piston calipers. ABS.,320,Single disc. Floating disc. Two-piston calipers. ABS.,265,Cast aluminum,,229,255,0.7642,820,,,,"1,219","2,182",904,,"1,585",18.93,3.79,,Red/black/white.,,,"12 V / 12 Ah, maintenance-free battery.",,,,"Heated grips and on-board computer. Tinted windshield. Electronic Suspension Adjustment ESA II. Safety Package (RDC, ASC).",
https://bikez.com/motorcycles/bmw_k_1300_s_sport_2014.php,https://bikez.com/pictures/bmw/2014/k 1300 s sport.jpg,BMW,BMW K 1300 S Sport,2014,Sport,Do you know this bike?Click here to rate it. We miss 1 vote to show the rating.," Euro 13470.  Prices depend on country, taxes, accessories, etc.",1293,,"In-line four, four-stroke",175,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection. Electronic intake pipe injection/digital engine management including knock sensor (BMS-K),Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",Constant mesh,4.7,109,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type frame, cast aluminium, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. Floating discs. Four-piston calipers. ,320,Single disc. Floating disc. Two-piston calipers. ,265,Cast aluminium,,228,254,0.7675,820,,,,"1,221","2,182",905,,"1,585",19,4,,,Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,
https://bikez.com/motorcycles/bmw_k_1300_s_sport_2012.php,https://bikez.com/pictures/bmw/2012/k 1300 s sport.jpg,BMW,BMW K 1300 S Sport,2012,Sport,75.3 out of 100. Show full rating and compare with other bikes,,1293,,"In-line four, four-stroke",172.99,9250,140,8250,,,,,,13.0:1,80.0 x 64.3,4,Injection,Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),"Multiple-disc clutch in oil bath, hydraulically operated",,4.7,109,"Closed-loop 3-way catalytic converter, emission standard EU-3",,"Bridge-type frame, cast aluminium, load-bearing engine",29.6°,104 mm (4.1 inches),BMW Motorrad Duolever,115,Cast aluminium single-sided swing arm with BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. Integral ABS. Can be switched off.,320,Single disc. Integral ABS. Can be switched off.,265,Cast aluminium,,228,254,0.7587,820,790,,,"1,221","2,182",905,,"1,585",19,4,,Silver,Electric,,"12 V / 14 Ah, maintenance-free battery.",,,,,
https://bikez.com/motorcycles/bmw_k_1600_b_2020.php,https://bikez.com/pictures/bmw/2020/k 1600 b.jpg,BMW,BMW K 1600 B,2020,Touring,Do you know this bike?Click here to rate it. We miss 2 votes to show the rating.,,1649,,"In-line six, four-stroke",158.24,7750,175,5520,,,,,,12.2:1,72.0 x 67.5,4,Injection. Electronic intake pipe injection,Double Overhead Cams/Twin Cam (DOHC),,Dry sump,Liquid,6-speed,Shaft drive (cardan),Multiple-disc clutch in oil bath,,5.7,132.2,"Closed-loop 3-way catalytic converter, emission standard EU-4",,"Bridge-type frame, cast aluminium, load-bearing engine",27.8°,108 mm (4.3 inches),BMW Motorrad Duolever,125,BMW Motorrad Paralever,135,120/70-ZR17 ,190/55-ZR17 ,Double disc. ABS. Four-piston calipers. ,320,Single disc. ABS. Two-piston calipers. ,320,,,,336,,750,780,,,"1,300","2,470","1,000",,"1,618",26.5,4,,"Black Storm Metallic, Imperial Blue Metallic, Hockenheim Silver Metallic",Electric,,,,,,,
